Term,Meaning_of_term,Dialect type,Contextual_Usage_question,correct_answer
مأفك,مِأَفِّك ، أَفَّك ، أَفِّك (فعل أمر) ، تَأْفِيك (في العاب الڤيديو): التأفيك هو عندما تترك اداة التحكم او لا تكون متواجدا امام الشاشه و لاعِبُك (شخصيتك في اللعبة) تكون حاضرة في اللعبة او ببساطة مأفِّك تعني ان تكون حالتك متصلاً بالانترنت ولكنك لست متواجد فعليا امام الكمبيوتر او الPS. مأخوذة من الإنݠليزية . AFK : Away From Keyboard,Western,"المهمة: اختر الجملة المناسبة التي تحتوي على كلمة 'مأفك'.
السؤال: أي من الجمل التالية تستخدم كلمة 'مأفك' بشكل صحيح؟
الخيارات:
أ) أريد أن أكون مأفك في اللعبة
ب) أنا أعمل بجد في المذاكرة
ج) نحن نأكل الطعام في المطعم
د) عليهم أن يجتمعوا معاً",أ
مؤدلج,ادلَجه ، مؤدلَج ، مؤدلَجين ، ايْديلوجيا ، ادلجك ، ادلجتك المؤدلَج هو الشخص الذي تم تغير او اعادة تركيب منظومة افكارة ومعتقداته لجعله يتبنى توجهات وقيم ورغبات معينة.,General,"المهمة: اختر الجملة التي توضح استخدام 'مؤدلج' بشكل صحيح.
السؤال: أي من الجمل التالية تحتوي على استخدام صحيح لكلمة 'مؤدلج'؟
الخيارات:
أ) محمد مؤدلج ويحب تنويع أفكاره.
ب) أنا أذهب إلى السوق مؤدلج.
ج) الكتاب مؤدلج ومثير.
د) هم يشاهدون فيديو مؤدلج.",أ
ما حيط,بمعنى ان الشخص لا يعرف شيئا عن الموضوع,Central,"المهمة: ما هو الاستخدام الصحيح لعبارة 'ما حيط' في السياق المناسب؟
السؤال: في أي من الجمل التالية تم استخدام 'ما حيط' بشكل صحيح؟
الخيارات:
أ) أنا ما حيط عن الموضوع الجديد اللي تكلمتوا عنه.
ب) أنا ما حيط في المدينة لمدة طويلة.
ج) هو ما حيط الفاكهة الموجودة في السوق.
د) نحن ما حيطنا عن الفلم الجديد.",أ
ما دانى,دانى بالأساس معناها أحب لكن بالغالب -أن لم يكن دائماً- فأن (ما) النافيه تكون متلازمة مع (دانى) فيكون الشكل بهذه الصيغة (ما دانى) ومعناها = كره. ببساطة.,Southern,"المهمة: اختر الاستخدام الصحيح لعبارة ""ما دانى"" في سياق مناسب.
السؤال: متى يكون من المناسب أن تقول ""ما دانى""؟
الخيارات:
أ) عند الحديث عن شخص يكره شيئًا أو شخصًا
ب) عند تهنئة شخص
ج) عندما تدعو شخصًا للطعام
د) عندما تعبّر عن الاشتياق",أ
ما عليك شرهة,شرهة تعني مؤاخذة، وتقال عندما يتصف الشخص بالجنون أي أنه لا يُؤاخذ ولا يُحاسب.,Central,"المهمة: اختر السياق الصحيح لاستخدام عبارة 'ما عليك شرهة'.
السؤال: في أي سياق يمكنك استخدام العبارة 'ما عليك شرهة'؟
الخيارات:
أ) عندما يتعرض شخص لمشكلة.
ب) عندما يقوم شخص بعمل مضحك.
ج) في محاضرة أكاديمية.
د) عند إجراء مقابلة عمل.",ب
ما عنده ما عند جدتي,ما عنده ما عند جدتي. تقال في وصف الشخص الذي لا يعرف من الأمر شيئاً، أو ليس منه أمل لتحقيق أمر معين.,Central,"المهمة: تحديد الجملة المحتوية على العبارة المناسبة.
السؤال: أي من الجمل التالية تستخدم العبارة 'ما عنده ما عند جدتي'؟
الخيارات:
أ) جاهز للخروج
ب) كل واحد في حاله
ج) هو ما يعرف، ما عنده ما عند جدتي
د) يتحضر للامتحان",ج
تحتك,تدخل وتبدا بالقرب لمصالح ,Central,"المهمة: حدد السياق الذي يمكن استخدام كلمة 'تحتك' فيه.
السؤال: في أي موقف يمكن أن أقول 'تحتك'؟
الخيارات:
أ) عندما أريد أن أشرح موقع شخص ما
ب) عندما أكون في حفلة
ج) عند السؤال عن الوقت
د) عند وصف الطقس",أ
ما يا,كلمه قطيفيه تعني لم يأتي,Northern,"المهمة: اختر السياق الصحيح لاستخدام كلمة 'ما يا'.
السؤال: في أي سياق يمكن أن نستخدم كلمة 'ما يا'؟
الخيارات:
أ) عند الحديث عن وصول شخص
ب) عند الحديث عن ذهاب شخص
ج) عند الحديث عن الانتظار
د) عند الحديث عن الغياب",أ
ما يقرّ,وصف للشخص الذي لا يجلس بهدوء في مكان ويتنقل من مكان لآخر بكثرة,Western,"المهمة: اختر الجملة التي تعبر عن الاستخدام الصحيح للتعبير 'ما يقرّ'.
السؤال: أي من الجمل التالية تستخدم 'ما يقرّ' بشكل صحيح؟
الخيارات:
أ) أسامة ما يقرّ، دايم نشوفه يتنقل.
ب) محمد يحب القراءة.
ج) مريم تجلس وتستمتع.
د) سارة تحب الشجر.
الإجابة الصحيحة:",
مابك,وتعني وش فيك او بالعربي الفصيح مابك,Central,"المهمة: حدد السياق المناسب لاستخدام كلمة 'مابك'.
السؤال: في أي موقف يمكن أن تستخدم كلمة 'مابك'؟
الخيارات:
أ) عندما تسأل عن الحوالات المالية.
ب) عندما تتحدث عن الطقس.
ج) عندما ترغب في معرفة لماذا لا يظهر شخص.
د) عندما تتحدث عن الطعام.",ج
ماتِيزِي,لا تكفي ، وغلباً مايقوله القصمان بالذات .,Central,"المهمة: اختيار الجملة التي تستخدم فيها كلمة 'ماتِيزِي' بشكل صحيح.
السؤال: أي من الجمل التالية يستخدم فيها الكلمة 'ماتِيزِي' بشكل صحيح؟
الخيارات:
أ) الأكل كان ماتِيزِي اليوم.
ب) الطلاب كانوا سعداء.
ج) الجو جميل.
د) الكتاب مثير للاهتمام.",أ
ماذا تريد,ماذا تريد,General,"المهمة: اختر السياق المناسب لاستخدام 'ماذا تريد'.
السؤال: في أي حالة يمكن أن تسأل شخصًا 'ماذا تريد'؟
الخيارات:
أ) أثناء محادثة وديّة
ب) في مناسبة رسمية
ج) عند تلقي خدمتك
د) كل ما سبق",أ
ماش,شخص او شي فقدت الامل فيه،، مثال:,Southern,"المهمة: اختر الاستخدام الصحيح لعبارة ""ماش"" في سياق مناسب.
السؤال: متى من المناسب أن تقول ""ماش""؟
الخيارات:
أ) عند رؤية شخص مبدع
ب) عند خيبة الأمل من تصرف شخص
ج) عند تلقي ترقية
د) عند تقديم الشكر",ب
ماشا,"كلمة منتشر في جنوب السعودية واليمن وتعني ""لا أريد""",General,"المهمة: اختر الجملة التي تستخدم الكلمة 'ماشا' بشكل صحيح.
السؤال: أي من الجمل التالية يحتوي على الكلمة 'ماشا' في السياق الصحيح؟
الخيارات:
أ) ماشا بتشرب قهوة
ب) لا أريد الذهاب، ماشا
ج) ذهبت للسوق ماشا
د) ماشا عند مكتبة",ب
ماشي كماه,(ماشي كماه) معناها أفضل شيء يمكن أن تجده,Central,"المهمة: اختر الجملة التي تستخدم فيها العبارة 'ماشي كماه' بشكل صحيح.
السؤال: أي من الجمل التالية تعبر عن استخدام صحيح لعبارة 'ماشي كماه'؟
الخيارات:
أ) السيارة كانت ماشي كماه
ب) الجو اليوم ممل
ج) هذا المكان ماشي كماه
د) الكتاب لا يُقرأ",ج
ماص,( كلمة قديمة): وتعني غسل الشيء.,Central,"المهمة: اختر الجملة التي تستخدم فيها كلمة 'ماص' بشكل صحيح.
السؤال: أي جملة تستخدم كلمة 'ماص' بشكل صحيح؟
الخيارات:
أ) شريت فاكهة اليوم.
ب) تحتاج الملابس إلى عملية ماص
ج) أقوم بإعداد الطعام.
د) أحب الذهاب إلى الأسواق.",ب
ماصة,طاولة,Central,"المهمة: اختر الاستخدام الصحيح للكلمة في جملة.
السؤال: في عبارة 'ضع الطوفريه على الماصة'؛ ماذا تعني 'ماصة'؟
الخيارات:
أ) سطح العمل
ب) كرسي
ج) طاولة
د) مقعد",ج
ماصل,بائخ ، لا يستحق الاهتمام,Western,"المهمة: اختر الجملة التي تعبر عن استخدام كلمة 'ماصل' بشكل صحيح.
السؤال: أي من الجمل التالية يحتوي على الكلمة 'ماصل' بشكل صحيح؟
الخيارات:
أ) الجو ماصل اليوم
ب) الأكل ماصل
ج) الكتاب ماصل
د) الفيلم ماصل",ب
ماقس,يعني يحاول أن يكون فكاهي أو يكثر من الكلام السخيف,Central,"المهمة: تحديد الاستخدام المناسب لكلمة 'ماقس'.
السؤال: في أي سياق يمكن استخدام كلمة 'ماقس'؟
الخيارات:
أ) عند وصف شخص يعبر عن أفكاره بوضوح
ب) عند الإشارة إلى شخص يكثر من التحدث بلا فائدة
ج) عند الحديث عن شخص يحب النشاط
د) عند وصف شخص يعمل بجد",ب
ماكتميوا,يعني كاميرا,General,"المهمة: اختر الجملة التي تستخدم فيها كلمة 'ماكتميوا' بشكل صحيح.
السؤال: أي من الجمل التالية يستخدم كلمة 'ماكتميوا' بشكل صحيح؟
الخيارات:
أ) التكنولوجيا الحديثة تتطور بسرعة.
ب) جاء سلمان ليشتري ماكتميوا.
ج) الطقس جميل اليوم.
د) أحب قراءة الكتب.",ب
مالت,تقال للتقليل من قدر الشخص المقصود بالجملة,Central,"المهمة: حدد السياق المناسب لاستخدام كلمة 'مالت'.
السؤال: في أي سياق تستخدم كلمة 'مالت' بشكل صحيح؟
الخيارات:
أ) عند السؤال عن الأخبار
ب) عند التقليل من شأن شخص ما
ج) عند تقديم هدية
د) عند التعبير عن السعادة",ب
