Term,Meaning_of_term,Dialect type,True_False_question,correct_answer
يا عيل,هذة الكلمة تعني ولد أو طفل صغير هذة الكلمه انطلقت من اهل تبوك وبدو الاردن أو بالأخص عند قبيلة الحويطات وبني عطية,Northern,"المهمة: حدد إذا كانت الجملة التالية صحيحة أم خاطئة.
السؤال: كلمة 'يا عيل' تعني فتاة صغيرة.
الخيارات:
أ) صحيح
ب) خطأ",ب
يا فتس,هذه الكلمة تستخدم عندما يضخم لك امر و انت تراه لا يستحق,Central,"المهمة: حدد ما إذا كانت العبارة التالية صحيحة أم خاطئة.
السؤال: كلمة 'يا فتس' تستخدم عندما تضخم أمر لا يستحق.
الخيارات:
أ) صحيح
ب) خاطئ",أ
يا فتساتس,عندما يتنكد الشراري ويصبح مشغول يقول يا فتساتس,Southern,"المهمة: حدد ما إذا كانت العبارة التالية صحيحة أم خاطئة.
السؤال: يستخدم 'يا فتساتس' عندما يكون الشخص سعيداً.
الخيارات:
أ) صحيح
ب) خاطئ",ب
يا كلب,هي شتيمة تقولها لي شخص تكره و احيانا تكون من باب المزح,Southern,"المهمة: قرر إذا كانت العبارة التالية صحيحة أم خاطئة.
السؤال: العبارة 'يا كلب' تستخدم فقط كتعبير إيجابي.
الخيارات:
أ) صحيح
ب) خطأ",ب
يا لبا,هي كلمه بمعنا يا حبا او يا جمالا,General,"المهمة: حدد ما إذا كانت العبارة التالية صحيحة أم خاطئة.
السؤال: عبارة 'يا لبا' تعني يا جمالا.
الخيارات:
أ) صحيح
ب) غير صحيح",أ
يا ليل مطولك,عند النكبة,Western,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة 'يا ليل مطولك' تعني أنه لا يوجد ما يستدعي القلق.
الخيارات:
أ) صحيحة
ب) خاطئة",ب
يا محمد,أداة نداء، تستخدم خاصة للأجانب.,General,"المهمة: حدد إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة 'يا محمد' تُستخدم عادةً للمخاطبة بين الأقران.
الخيارات:
أ) صحيح
ب) خطأ",ب
يا مرت ايري,هذا يعنى سبه خاصه لاهل جيزان,Southern,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة 'يا مرت ايري' تعبر عن احترام للشخص الآخر.
الخيارات:
أ) صحيح
ب) خاطئ",ب
يا مصله,تعني يا شينه او يشينها,Western,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة 'يا مصله' تُستخدم لتعبر عن الإعجاب بشخص ما.
الخيارات:
أ) صحيح
ب) خطأ",ب
يا هجادي,تقال عند الفزع ليلاً أو لمن يُفزع غيره ليلاً,Southern,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'يا هجادي' تُستخدم فقط في النهار.
الخيارات:
أ) صحيح
ب) خاطئ",ب
يا هطف,تستخدم لأخبار الشخص بأنه غبي بعد فعله فعل غبيا,Western,"المهمة: حدد صحة العبارة المتعلقة بكلمة 'يا هطف'.
السؤال: العبارة 'يا هطف' تستخدم للإشارة إلى الذكاء.
الخيارات:
أ) صحيح
ب) خطأ",ب
يا هم لالي,تدل على التندم والتمني,Central,"المهمة: تقييم العبارة التالية: 'الجملة 'يا هم لالي' تدل على الندم والتمني.'
السؤال: هل العبارة صحيحة أم خاطئة؟
الخيارات:
أ) صحيح
ب) خاطئ",أ
يا واطي,يا أخي,Southern,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: 'يا واطي' تستخدم في جميع أنحاء المملكة العربية السعودية.
الخيارات:
أ) صحيح
ب) خاطئ",ب
يا ومتي,كلمة تستخدم في المنطقة الجنوبية بكثرة ومن قبل قبلية بني شهر (فلان بن فلان الشهري) وتنطق في محافظات منطقة عسير او بالمنطقة نفسها وهي كلمة تعجبية تعبر عن تعجب الشخص من الشيء الذي حصل أو الاستياء من الشيء الحاصل,Southern,"المهمة: حدد صحة العبارة.
السؤال: كلمة 'يا ومتي' تستخدم للتعبير عن فرحة الشخص.
الخيارات:
أ) صحيح
ب) خطأ",ب
يا ويطي,يعني ماعندك سالفه,Central,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة 'يا ويطي' تعني ' لديك فكرة جيدة.'
الخيارات:
أ) صحيح
ب) خطأ",ب
يااي,تقال للشخص المتميع ويحاول تقليد البنات,Western,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: تستخدم كلمة 'يااي' لوصف الأشخاص الذين يحملون صفات رجولية.
الخيارات:
أ) صحيح
ب) خطأ",ب
ياباسط,ياباسط تعني الفرح الشديدوتقال للشخص الذي يضحك بشدة,Western,"المهمة: قرر ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'ياباسط' تعني الحزن.
الخيارات:
أ) صحيح
ب) خاطئ",ب
يابه,معناها الاستغراب والاعجاب من شي ما,Southern,"المهمة: حدد إذا كانت العبارة صحيحة أو خاطئة.
السؤال: كلمة 'يابه' تعبر عن الاستغراب من شيء ما.
الخيارات:
أ) صحيح
ب) خطأ",أ
ياتسبديه,"في الاصل مآخوذه من كلمه كبد = عضو في جسم الانسان يا كبديه = ياتسبديه باللهجه النجديه و القصيميه ومشتقاتهما تقال: -عندما يصاب المرء بإحباط من شئ ما -اذا اصيب ب "" مر بالتسبد"" من منظر قبيح -تستخدم عند الضجر والملل - الانفعال الشديد -علامه تعجب",Central,"المهمة: حدد صحة العبارة التالية حول كلمة 'ياتسبديه'.
السؤال: كلمة 'ياتسبديه' تعبر عن شعور الإحباط أو الضجر.
الخيارات:
أ) صحيح
ب) خطأ",أ
ياحراش,يعني أتمنى أو ياليت نشتري هايلكسن,Central,"المهمة: حدد ما إذا كانت العبارة صحيحة أو خاطئة.
السؤال: العبارة 'يا حراش' تعني 'أريد أن أذهب إلى السوق'.
الخيارات:
أ) صحيح
ب) خطأ",ب
يادافع البلاء,ياللهول ماذا حدث,Western,"المهمة: حدد ما إذا كانت العبارة التالية صحيحة أم خاطئة.
السؤال: التعبير 'يادافع البلاء' يُستخدم للتعبير عن الفرح.
الخيارات:
أ) صحيح
ب) خطأ",ب
ياسفاب,ياتسفابك او ياسفابك للمفرد وياسفابكم للجمع ، تذكر عندما تتحسر على ذهاب شخص او مجموعة اشخاص او جماد وهي عربية فصيحة اصلها (ياكفى بك ) ولكن باللهجة النجدية تقلب الكاف في بعض الكلمات ال(تس مدغمه) او سين وتسمى في اللهجات العربية بال (كشكشة ),Central,"المهمة: قم بتحديد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'ياسفاب' تستخدم في السياقات الرسمية فقط.
الخيارات:
أ) صحيح
ب) خطأ",ب
ياسفابه,بمعنى ياحسرتي وياقهري,Central,"المهمة: حدد إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'ياسفابه' تعبر عن الفرح والسعادة.
الخيارات:
أ) صحيح
ب) خاطئ",ب
ياطر جيبي,المصطلح يعني ياويلي,Central,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة 'ياطر جيبي' تستخدم للتعبير عن الفرح.
الخيارات:
أ) صحيحة
ب) خاطئة",ب
يالبي,يالبي = يا ربي هي تصغير لكلمه ( يا ربي ) و تقال للاطفال او الاشياء الصغيره او اللطيفه,Western,"المهمة: حدد صحة العبارة التالية.
السؤال: كلمة 'يالبي' تعني 'يا أبي' و تستخدم في الإعجاب.
الخيارات:
أ) صحيح
ب) خطأ",ب
ياللي,بمعنى : انت ايها الشخص الخطير و تقال عند المواقف المؤثرة او المواقف التي تدعو للبهجة,Central,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'ياللي' تستخدم في المواقف العادية فقط.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة:",
يامقات,تعني الرجل الناعم المايع,Western,"المهمة: حدد ما إذا كانت العبارة التالية صحيحة أم خاطئة.
السؤال: كلمة 'يامقات' تعني الرجل الشجاع.
الخيارات:
أ) صح
ب) خطأ",ب
ياملي,هي كلمة مدح تستخدم في منطقة حائل,Northern,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خطأ.
السؤال: كلمة 'ياملي' تستخدم في منطقة حائل.
الخيارات:
أ) صحيح
ب) خطأ",أ
يامن,جرار ، مسوق ، لوقي,Western,"المهمة: حدد ما إذا كانت العبارة التالية صحيحة أم خاطئة.
السؤال: كلمة 'يامن' تعني 'جرار'.
الخيارات:
أ) صحيح
ب) خطأ",أ
يانته مكانن,أين أنت ؟,General,"المهمة: حدد صحة العبارة التالية:
السؤال: العبارة 'يانته مكانن' تعني 'كيف حالك؟'.
الخيارات:
أ) صحيح
ب) خاطئ",ب
ياه,تعني امي، اسلوب نداء للوالدة,Western,"المهمة: حدد ما إذا كانت العبارة التالية صحيحة أم خاطئة.
السؤال: كلمة 'ياه' تُستخدم كنداء للأب.
الخيارات:
أ) صحيح
ب) خطأ",ب
يبالو,يبغاله بمعنى في حاجة إلى,Western,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'يبالو' تعني 'يحب'.
الخيارات:
أ) صحيح
ب) خطأ",ب
يَبجَخ,يقصد بيبجخ.اي يكذب!,Central,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'يَبجَخ' تُستخدم لوصف شخص صريح للغاية.
الخيارات:
أ) صحيح
ب) خطأ",ب
يِبَغْثِر,يبغثر فهو مُبغثر والصفة بغثور وبغثورة وتقال للطفل الذي يعبث بكل شيء أو للشخص الذي يتعب بشيء يفعله لا يحبه المُتحدَّث إليه. وتضاف أحيانا للكبد فيقال يبغثر الكبد إمعانا في الأذى الذي يتركه. ولها أصل في العربية وبنفس المعنى تقريبا بَغْثَرَ طعامَه: فَرَّقَه. وتقول: ركب القوم في بَغْثَرَةٍ أَي في هَيْجٍ واختلاطٍ. وبَغْثَرَ متاعه وبَعْثَرَهُ إِذا قلبه. والبَغْثَرَةُ خُبْثُ النَّفْسِ. تقول: ما لي أَراك وقد تَبَغْثَرَتْ نَفْسُه أَي خَبُثَتْ وغَثَتْ.,General,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: العبارة التالية صحيحة: 'يبغثر تعني الاهتمام بالأشياء وتنسيقها.'
الخيارات:
أ) صحيح
ب) خطأ",ب
