Term,Meaning_of_term,Dialect type,Meaning_question,correct_answer
والكوبة,"تستخدم للذم والتقبيح والتقليل من شأن الشخص المذكور اسمه تشابه كلمات مثل : والطقعه , والخيبه , والله وما قالت",Southern,"المهمة: حدد المعنى الصحيح لكلمة 'والكوبة'.
السؤال: ما هو المعنى المقصود من كلمة 'والكوبة'؟
الخيارات:
أ) تستخدم للمدح والثناء
ب) تستخدم للذم والتقبيح
ج) تستخدم للتعبير عن الحب
د) تستخدم للتعبير عن الحزن",ب
والم,جاهز,Central,"المهمة: اختر المعنى الصحيح لكلمة 'والم'.
السؤال: ما معنى كلمة 'والم' في اللهجة السعودية؟
الخيارات:
أ) جاهز
ب) مغلق
ج) بعيد
د) توقف",أ
وان,أين ، وبالعامية: وين ، قلبت الياء ألفا حسب نطق بعض قبائل نجد .,Western,"المهمة: حدد المعنى الصحيح لكلمة 'وان'.
السؤال: ما هو المعنى الصحيح لكلمة 'وان'؟
الخيارات:
أ) أين
ب) هناك
ج) هنا
د) لماذا",أ
وايق,بمعنى انظر يمين ويسار او انظر بتمعن.,Western,"المهمة: اختر المعنى الصحيح لكلمة 'وايق'.
السؤال: ما هو المعنى الصحيح لكلمة 'وايق'؟
الخيارات:
أ) انظر يمين ويسار
ب) اركض بسرعة
ج) اجلس بهدوء
د) تحدث مع الناس",أ
وايل,الشخص الحق.ود كالبعير يشرب الماء و ليس لديه سنام,Southern,"المهمة: اختر المعنى الصحيح لكلمة 'وايل'.
السؤال: ما هو المعنى الصحيح لكلمة 'وايل'؟
الخيارات:
أ) الشخص الحق. ود كالبعير يشرب الماء و ليس لديه سنام
ب) شخص ذكي لديه رؤية واسعة
ج) شخص ضعيف غير قادر على اتخاذ القرارات
د) شخص قليل الحيلة",أ
وَبْش,"""وَبْش"" تعني قبيح",Western,"المهمة: حدد المعنى الصحيح لكلمة 'وَبْش'.
السؤال: ما الذي تعنيه كلمة 'وَبْش' في اللهجة الحجازية؟
الخيارات:
أ) جميل
ب) قبيح
ج) رائع
د) عادي",ب
وتطقوا,هي كناية عن التعجيز و الاستحالة و يقصد بها حتى تبذل مجهوداُ خيالياً و رغم ذلك لن تستطيع,Southern,"المهمة: اختر المعنى الصحيح لكلمة 'وتطقوا'.
السؤال: ما معنى كلمة 'وتطقوا'؟
الخيارات:
أ) القدرة على الإنجاز
ب) التعجيز والاستحالة
ج) التعاون والمساعدة
د) الاستجابة السريعة",ب
وجبت,كلمة تقال للتعبير عن بلوغ مرحلة نهاية الصبر او السكوت عن امر مزعج و لزوم التصرف بشكل حازم,Southern,"المهمة: تحديد المعنى الصحيح لكلمة 'وجبت'.
السؤال: ما هو المعنى الصحيح لكلمة 'وجبت'؟
الخيارات:
أ) التعبير عن الشكوى
ب) التعبير عن بلوغ مرحلة نهاية الصبر
ج) تعبير عن الفرحة
د) تعبير عن الحزن",ب
وجعان,وجعان أي به سقمٌ أو علة ، ويطلق على من يتصرف تصرف غير مقبول,Central,"المهمة: حدد المعنى الصحيح لكلمة 'وجعان'.
السؤال: ما هو المعنى الصحيح لكلمة 'وجعان'؟
الخيارات:
أ) شخص مسرور
ب) شخص يعاني من سقم
ج) شخص ذكي
د) شخص غني",ب
وجك,وجهك,Central,"المهمة: حدد معنى الكلمة 'وجك'
السؤال: ما معنى الكلمة 'وجك'؟
الخيارات:
أ) وجهك
ب) عينيك
ج) لسانك
د) أنفك",أ
وجناء,هي المرأة مكتنزة اللحم قوية البدن معتدلة الطول والوزن,Central,"المهمة: اختر المعنى الصحيح لكلمة 'وجناء'.
السؤال: ما هو المعنى الصحيح لكلمة 'وجناء'؟
الخيارات:
أ) المرأة مكتنزة اللحم قوية البدن معتدلة الطول والوزن
ب) المرأة ذات القوام النحيف
ج) المرأة الطويلة
د) المرأة الضعيفة",أ
وجه النكبه,انا:ياخوي عطني الحلاوة اخوي: اذلفي ياوجه النكبه,Central,"المهمة: حدد المعنى الصحيح لعبارة 'وجه النكبه'.
السؤال: في التعبير 'اذلفي ياوجه النكبه'، ما هو المعنى المقصود بـ 'وجه النكبه'؟
الخيارات:
أ) وجه سعيد
ب) شخص مزعج
ج) شخص محظوظ
د) مكان جميل",ب
وجود,"كلمة مألوفة جدا في جميع اللغات تعبر عن مصدر لفعل ""وجد"" بمعنى ان يكون له مكان وكينونة، لكن هذا المصطلح وتعريفه في الفلسفة يبقى من أشد المصطلحات عصيانا على التعريف والتحديد فهو يقع في قلب الفلسفة، وبالتالي يختلف تعريفه بحسب الرؤية الكونية أو المدرسة الفلسفية.",Central,"المهمة: حدد المعنى الصحيح لكلمة 'وجود'.
السؤال: ما هو المعنى الدقيق لكلمة 'وجود'؟
الخيارات:
أ) حالة الفقدان
ب) حالة التواجد
ج) حالة التجنب
د) حالة الشك",ب
وخر,بمعنى ابتعد عني او ابتعد عن طريقي,Western,"المهمة: حدد المعنى الصحيح لكلمة 'وخر'.
السؤال: ما هو معنى كلمة 'وخر' في اللهجة السعودية؟
الخيارات:
أ) اقترب مني
ب) ابتعد عني
ج) تحدث معي
د) اجلس بجانبي",ب
وخري عني,اذهب عني,Central,"المهمة: اختر المعنى الصحيح للتعبير 'وخري عني'.
السؤال: ما هو المعنى الصحيح للتعبير 'وخري عني'؟
الخيارات:
أ) اذهب عني
ب) اجلس معي
ج) دعني وحدي
د) ابقَ هنا",أ
ودّاء,ودّاء(فعل): وتعني أي أخذ (الشيء أو الشخص) إلى مكان ما. عكس جاب وهي أخذ الشيء من مكان ما!,Southern,"المهمة: حدد المعنى الصحيح لكلمة 'ودّاء'.
السؤال: ما معنى كلمة 'ودّاء'؟
الخيارات:
أ) أخذ الشيء إلى مكان ما
ب) أخذ الشيء من مكان ما
ج) ترك الشيء في مكانه
د) تغيير مكان الشيء",أ
و’دَتس,تكتب ودك وتنطق ودتس وهو الشحم المستخرج من بطن الذبيحه,Central,"المهمة: اختر المعنى الصحيح لكلمة 'و’دَتس'.
السؤال: ما هو المعنى الصحيح لكلمة 'و’دَتس'?
الخيارات:
أ) قطعة من اللحم
ب) الشحم المستخرج من بطن الذبيحة
ج) نوع من الحلوى
د) اسم لشجرة",ب
ودي,ودي بمعني : اريد ابي_ اعطني وهي كلمة تقال عند بعظ قبائل الجزيرة العربية قديما ولا زالت . وتنسب لصنم اسمه ود كانت تعبدة العرب قديما إلا ان جاء الرسول محمد صلى اللع علية وسلم فامر بتكسير الاصنام وتوحيد العبودية لله وحده كانهناك صنم ود والات والعزى وغيرها,General,"المهمة: حدد المعنى الصحيح لكلمة 'ودي'.
السؤال: ما معنى كلمة 'ودي' في اللهجة السعودية؟
الخيارات:
أ) أريد
ب) ألبس
ج) أشرب
د) أسافر",أ
وذابك,السؤال عن الحال باللهجة الجنوبية,Southern,"المهمة: حدد المعنى الصحيح لكلمة 'وذابك'.
السؤال: ما معنى كلمة 'وذابك' باللهجة السعودية؟
الخيارات:
أ) سؤال عن الحال
ب) تعبير عن الفرح
ج) سؤال عن الصحة
د) تعبير عن الحزن",أ
وذف,الشيء الصغير الناعم المناسب,Central,"المهمة: اختر المعنى الصحيح لكلمة 'وذف'.
السؤال: ما معنى كلمة 'وذف'؟
الخيارات:
أ) الشيء الكبير الخشن
ب) الشيء الصغير الناعم المناسب
ج) الشيء الثقيل
د) الشيء الممل",ب
ورابوه,كلمة معناها لماذا,Central,"المهمة: حدد المعنى الصحيح لكلمة 'ورابوه'.
السؤال: ما معنى كلمة 'ورابوه'؟
الخيارات:
أ) لماذا
ب) كيف
ج) عندما
د) أين",أ
وراه,"""وراه"" هي كلمة في بعض مناطق نجد تقال للتساؤل عن العلة والسبب. يرادفها في العامية ""ليه؟"" أو ""ليش؟"". وفي الفصحى: ""لماذا؟"" أو ""ما السبب؟""",Central,"المهمة: حدد المعنى الصحيح لكلمة 'وراه'.
السؤال: ما المعنى الذي تعبر عنه كلمة 'وراه' في اللهجة النجدية؟
الخيارات:
أ) لماذا؟
ب) كيف؟
ج) متى؟
د) أين؟",أ
وراو,اي: لماذا وهي غالبا تقال عندالقصمان,Central,"المهمة: حدد المعنى الصحيح لكلمة 'وراو'.
السؤال: ما هو المعنى الصحيح لكلمة 'وراو' التي تستخدم غالباً عند القصمان؟
الخيارات:
أ) لماذا
ب) كيف
ج) أين
د) متى",أ
ورع,الورع هو الطفل وجمعها ورعان,Southern,"المهمة: حدد المعنى الصحيح لكلمة 'ورع'.
السؤال: ما هو المعنى الصحيح لكلمة 'ورع'?
الخيارات:
أ) الطفل وجمعها ورعان
ب) الشجاع والجبان
ج) العاقل والجاهل
د) الكبير والصغير",أ
ورع صنهات,ورع صنهات اي ورع مره,Central,"المهمة: حدد المعنى الصحيح لعبارة 'ورع صنهات'.
السؤال: ما معنى 'ورع صنهات'؟
الخيارات:
أ) شخص متزن
ب) ورع مره
ج) شخص خبير
د) شخص كسول",ب
ورق كوبيا,ورق كربون للنسخ carbon paper,Western,"المهمة: حدد المعنى الصحيح لكلمة 'ورق كوبيا'.
السؤال: ما هو المعنى الحقيقي لكلمة 'ورق كوبيا'؟
الخيارات:
أ) ورق كرتون
ب) ورق كربون للنسخ
ج) ورق مطبوع
د) ورق ملون",ب
ورقه بيضا,ورقة بيضاء ، او صفحة بيضاء هي فكرة اطلقها الكاتب ستيڤن پينكر عن ان الانسان عباره عن ورقه بيضاء، ويقوم المجتمع والبيئة بصياغة شخصيته وخصائصه الانسانيه والسلوكية وكانه ورقة بيضاء وان هذا يحدث كعميلة التنشئة الاجتماعيه. ولكن فكرته لا تعير اي اعتبار للعوامل البيولوجية او للطبيعه البشرية التي هي لصيقة بالبشر وتحتّم التعامل بها ومعها، مثل العدوانية او تبعات المشاعر التي يشعر بها الانسان في تكوين دوافع له ، او حقيقة ان الانسان اناني حتى في سلوكه الايثاري.,General,"المهمة: تحديد المعنى الدقيق لعبارة 'ورقه بيضا'.
السؤال: ما هو المعنى الأساسي لعبارة 'ورقه بيضا'؟
الخيارات:
أ) ورقة ملونة
ب) ورقة نظيفة
ج) فكرة عن تنشئة الإنسان
د) ورقة ممزقة",ج
ورور,تستخدم لوصف الغلام او الشاب الجميل جدا .,Western,"المهمة: حدد المعنى الصحيح لكلمة 'ورور'.
السؤال: ماذا تعني كلمة 'ورور'؟
الخيارات:
أ) تستخدم لوصف الغلام أو الشاب الجميل جداً.
ب) تعني الفتاة القوية والعصبية.
ج) تشير إلى شيء قديم.
د) تستخدم لوصف الألوان الزاهية.",أ
ورى,تأتي بمعنى لماذا,Central,"المهمة: حدد معنى كلمة 'ورى'.
السؤال: ما معنى كلمة 'ورى' في اللهجة السعودية؟
الخيارات:
أ) تعني لماذا
ب) تعني أين
ج) تعني كيف
د) تعني متى",أ
