Term,Meaning_of_term,Dialect type,Fill_in_Blank_question,correct_answer
كفو/ قدر,كفو/ قدر= تعني حجم الشخص ومقداره الأجتماعي، وتشبيه بالأشياء. وبالمثال يتضح المقال، طالع الأمثلة.,Central,"المهمة: أكمل الفراغ الكلمة المناسبة.
السؤال: فلان كفو وقدر، يعني أنه_____ أمام الآخرين.
الخيارات:
أ) ضعيف
ب) قوي
ج) عادي
د) غير معروف",ب
كل تبن,تعني أسكت ولا تتكلم . والتبن هو الشسمه,General,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: عبارة 'كل تبن' تستخدم في اللهجة __________.
الخيارات:
أ) حجازية
ب) نجدية
ج) تبوك
د) جازانية",ب
كل واحد يصلح سيارته,كل شخص يتنازل عن حقه ( سواء مشكلة أو خلاف ),General,"### نوع السؤال: املأ الفراغ 
Task: اختر الجواب الصحيح دون أية ملاحظات إضافية. 
السؤال: تعني عبارة ""كل واحد يصلح سيارته"" أن كل شخص عن حقه. 
الخيارات: 
A) يتمسك 
B) يتنازل 
C) يطالب 
D) يشتكي",B
أوَّل أمس,كلمة قطيفية، وتعني اليوم الذي يسبِقُ الأمسَ,General,"المهمة: املأ الفراغ بالكلمة الصحيحة.
السؤال: _______ كان آخر اختبار في مسيرتي الدراسية.
الخيارات:
أ) أول أمس
ب) أول غد
ج) اليوم
د) أمس",أ
كلجة,اي اخطا او قال كلمات غير صحيحة . كلام مكسر.,Western,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: عندما يتحدث الشخص بطريقة غير صحيحة، قد يقال عنه أنه يتكلم __________.
الخيارات:
أ) فصحى
ب) كلجة
ج) عربية
د) عميقة",ب
كلما طقيتها صارت عوجاء,تعني أن المشكلات تواجه كلما حاول التقدم أوإصابة الهدف فيتراجع إلى الوراء رغم المحاولة في التقدم أو أصابة الهدف فلابد من الميل عنه,Central,"المهمة: املأ الفراغ بما يناسب الجملة.
السؤال: تُستخدم العبارة 'كلما طقيتها صارت عوجاء' للتعبير عن _______.
الخيارات:
أ) النجاح في الحياة
ب) تزايد التحديات
ج) تحسين المهارات
د) تحقيق الأهداف
الإجابة الصحيحة:",
كن أبوك,تهديد بأن لا يفعل أمر ما ( بمعنى يا ويلك ),Central,"المهمة: أكمل الجملة بالعبارة الصحيحة.
السؤال: إذا قال صديقي 'كن أبوك'، فهذا يعني أنه ______.
الخيارات:
أ) يحبني
ب) يبتزني
ج) يحذرني
د) يدعوني",ب
وش حيثوه,للهجة أهل القصيم تعني  لماذا هو فقط,Central,"المهمة: قم بملء الفراغ بالكلمة المناسبة (تعبير لهجي).
السؤال: اختاروا شخصًا واحدًا فقط، فقلت: ""_____؟""
الخيارات:
أ) وش حيثوه
ب) بدري عليك
ج) لا هنت
د) عطنا الزبدة",أ
كيف اقول بي,ماذا اصنع بعمري,General,"المهمة: أكمل الجملة التالية.
السؤال: تعبير 'كيف اقول بي' يعني ______.
الخيارات:
أ) ماذا أصنع بعمري
ب) كيف أتحرك بسرعة
ج) كيف أعمل بجد
د) أين أذهب",أ
لا تحرق رُزك,وتعني اي لا تغضب عند انتظار الشيء,General,"المهمة: أكمل الجملة باستخدام المعنى الصحيح.
السؤال: عندما كنت أنتظر صديقي، قال لي: '_____ رُزك' وهذا يعني لا تغضب.
الخيارات:
أ) احرَق
ب) لا تحرق
ج) انتبه
د) انهض",ب
لا تخليني كذا لا اني مقيد ولا اني مفكوك,لا تدعني بين نعم و لا لست بمقيد او حر,Central,"### نوع السؤال: املأ الفراغ
المهمة: اختر فقط إجابة واحدة دون أية ملاحظات. 
السؤال: العبارة تعني ""لا أريد أن أكون "". 
الخيارات: 
A) مقيد 
B) حر 
C) في حيرة 
D) مشغول",C
لا تستسيد,معنها لا تكذب باللهجة القطيفية,Eastern,"المهمة: أكمل الفراغ باستخدام العبارة المناسبة.
السؤال: إذا قلت لصديقي 'لا تستسيد'، فهذا يعني أنني أطلب منه أن ______.
الخيارات:
أ) يكذب
ب) يتعمق
ج) يتحدث
د) يفرح",أ
لا يقدم ولا يؤخر,لا  يغير شئ,Central,"المهمة: أكمل الجملة بالعبارة المناسبة.
السؤال: عندما يقول شخص 'لا يقدم ولا يؤخر' فهو يعبر عن أنه __________.
الخيارات:
أ) يعرف الكثير
ب) ليس له تأثير
ج) يتحدث بوضوح
د) يؤثر في القرارات",ب
لا يِكْثَر,"""لا تكمل كلامك و قف عند هذا الحد""؛ عبارة يقولها الشخص عادةً عندما لا يعجبه ما يسمعه أو يقرأه. ",Central,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: إذا قال أحدهم 'لا يكثر' فإنه يعني _____ .
الخيارات:
أ) توقف عن الكلام
ب) تحدث أكثر
ج) دعنا ننتقل
د) أعجبني حديثك",أ
لا يهوش ولا يجمع رضم,تطلق على الشخص الذي بلا نفع,Central,"المهمة: املأ الفراغ في العبارة.
السؤال: تستخدم عبارة 'لا يهوش ولا يجمع رضم' لوصف الشخص الذي ______.
الخيارات:
أ) يساعد الجميع
ب) بلا نفع
ج) يعمل بجد
د) يثير الاهتمام",ب
لجلج مهجهج .,الشخص المندفع الكثير الكلام .,Central,"المهمة: أكمل الجملة التالية بالعبارة المناسبة.
السؤال: الشخص الذي يتحدث كثيراً دون توقف يمكن أن يطلق عليه لقب _________.
الخيارات:
أ) هادئ
ب) لجلج مهجهج
ج) متحفظ
د) جدي",ب
إمحش خشتك,معناها أي امسح وجهك مثال امحش خشتك قبل لا تخرج من البيت.,Central,"المهمة: قم بملء الفراغ بالكلمة المناسبة (تعبير لهجي).
السؤال: قبل ما تخرج، قالت له أمه: ""_____ لا تطلع كذا"".
الخيارات:
أ) بدري عليك
ب) إمحش خشتك
ج) عطنا الزبدة
د) شرواك الطيب",ب
لعنبوه,لعنبوه . لعن والد الشخص المراد به في العبارة,Western,"المهمة: املأ الفراغ بما يناسب.
السؤال: إذا أراد شخصٌ أن يلعن والد شخص آخر، قد يقول 'لعنبوه' بدلاً من '_______'.
الخيارات:
أ) تطلب المعونة
ب) أعينوه
ج) انصرني
د) أدعو الله",ب
لك ولا للذيب,لك ولا للذيب جملة عادة تستخدم للطلب من شخص اخر او المساعدة,Central,"المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: عبارة ""لك ولا للذيب"" تُستخدم في سياقات في اللهجة النجدية. 
الخيارات: 
A) الرفض 
B) الطلب والمساعدة 
C) الاستغراب 
D) التعجب.",B
ليتك سجدت,"عبارة يقول الشخص عندما يمل ويسأم من صعوبة حياته ويريد الخلاص والراحة, وترجع هذه العبارة إلى قصة الخلق الإسلامية المذكورة في القرآن حينما أمر الله الملائكة وإبليس بالسجود لأدم فسجدوا جميعا إلا إبليس مما ترتب على هذا العصيان حصول العداء بين الله والإنسان مع الشيطان والطرد من الجنة والنزول إلى الأرض فقائل هذه العبارة كأنه يقول ليتك سجدت يا إبليس وكنا الآن نتنعم في الجنة بدلا من هذه الحياة القاسية",Central,"المهمة: اختر الكلمة المناسبة لملء الفراغ.
السؤال: في السياق، الكلمة التي تناسب ""ليتك سجدت"" هي """". 
الخيارات: 
A) الشكر 
B) العذاب 
C) الراحة 
D) النجاح",C
ليتهم رقدو,أي: ليت والداك استسلما للنوم بدلا من محاولة إنجابك تلك الليلة. ويقصد بهذه العبارة قلة الاحترام لمن تقال له، أو التلميح انه ليس بكفء.,General,"المهمة: قم بملء الفراغ بالكلمة المناسبة.
السؤال: 'ليتهم رقدو' تعني أن _____ الوالدين ليس لهما قيمة.
الخيارات:
أ) كل
ب) بعض
ج) كثير
د) أي",أ
لين تحسب سحر,"هو مضطلح يعني "" مرره "" = "" كثير """,Western,"المهمة: أكمل الفراغ بالعبارة المناسبة.
السؤال: 'يعني هذا المظهر ________'.
الخيارات:
أ) قليل
ب) مزه
ج) ممل
د) عادي",ب
ما عليه شرهه,"تعني ""معذور عن فعلته"" (( ما عليه شرهه + الشخص المعذور )) (( ما عليه شرهه + سبب العذر <دون استخدام ادوات التعليل>))",Central,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: عندما نقول 'ما عليه شرهه'، فإننا نعني أنه الشخص _____ عن فعلته.
الخيارات:
أ) مُلام
ب) معذور
ج) نادم
د) متردد",ب
ما عندك ما عند جدتي,عبارة تهكم تطلق على من لا يفقه شيئا، أو من يدلي بمعلومات خاطئة. لا أدري ما أصلها. فجداتنا معروفات بالحكمة وليس الجهل. لكن مع ذلك تبقى عبارة تهكم منتشرة في السعودية وخصوصا منطقة نجد,General,"المهمة: إكمال المعنى باستخدام عبارة 'ما عندك ما عند جدتي'.
السؤال: إذا قال شخص معلومات خاطئة، يمكن أن ترد عليه قائلًا: '_______'.
الخيارات:
أ) أنت تعرف كل شيء.
ب) ما عندك ما عند جدتي.
ج) أحتاج إلى معلومات إضافية.
د) أوافقك الرأي.",ب
ما لك صلاح,لا دخل لك,Western,"المهمة: أكمل العبارة باستخدام المصطلح المناسب.
السؤال: إذا قيل لك 'ما لك صلاح,' فالجواب سيكون أنك ____ في الموضوع.
الخيارات:
أ) يجب أن تتدخل
ب) لا لك علاقة
ج) تحتاج المساعدة
د) مهتم بالموضوع
الإجابة الصحيحة:",
ما يدري وين الله حاطه,تقال لوصف الشخص الجاهل بالشيء أو يتكلم فيما لا يحسن,Southern,"### نوع السؤال: املأ الفراغ 
المهمة: اختر الجواب الصحيح دون أي ملاحظات إضافية. 
السؤال: ""هذا الولد يتفلسف علينا وهو ما يدري وين الله حاطه، يعني أنه ."" 
الخيارات: 
A) خبير في الموضوع 
B) جاهل بما يتحدث فيه 
C) لديه خبرة 
D) متأكّد مما يقول 
الجواب الصحيح: B",
