Term,Meaning_of_term,Dialect type,Contextual_Usage_question,correct_answer
وش حيثوه,للهجة أهل القصيم تعني  لماذا هو فقط,Central,"المهمة: اختر الخيار الأفضل الذي يعبر عن استخدام التعبير في سياق مناسب.
السؤال: أي الجمل التالية تستخدم عبارة (وش حيثوه) استخدامًا صحيحًا؟
الخيارات:
أ) عطوه هو المكافأة؟ وش حيثوه؟
ب) وش حيثوه في التقرير النهائي
ج) وش حيثوه أثناء الاجتماع الرسمي
د) وش حيثوه في البحث العلمي",أ
كيف اقول بي,ماذا اصنع بعمري,General,"المهمة: اختر الاستخدام المناسب للتعبير في سياق.
السؤال: في أي سياق يمكن استخدام 'كيف اقول بي'؟
الخيارات:
أ) عندما تعبر عن مشاعر القلق
ب) عند التخطيط لمناسبة اجتماعية
ج) عندما تسأل عن الوقت
د) عند التعامل مع الأعمال اليومية",أ
لا تحرق رُزك,وتعني اي لا تغضب عند انتظار الشيء,General,"المهمة: اختر تعاملًا مناسبًا للسياق متعلقًا بالعبارة.
السؤال: في أي سياق يمكن القول: 'لا تحرق رُزك'؟
الخيارات:
أ) أثناء الدراسة
ب) عند انتظار الطعام
ج) في مباراة كرة القدم
د) في زيارة الأهل",ب
لا تخليني كذا لا اني مقيد ولا اني مفكوك,لا تدعني بين نعم و لا لست بمقيد او حر,Central,"المهمة: اختيار المناسبة الاستخدام للعبارة.
السؤال: في أي موقف يمكن أن يستخدم الشخص العبارة 'لا تخليني كذا لا اني مقيد ولا اني مفكوك'؟
الخيارات:
أ) عندما يريد المتحدث التعبير عن عدم الرضا عن وضعه
ب) عندما يطلب المساعدة المالية
ج) عندما يتحدث عن حالة الطقس
د) عندما يحاول العثور على وظيفة",أ
لا تستسيد,معنها لا تكذب باللهجة القطيفية,Eastern,"المهمة: حدد الاستخدام الصحيح لعبارة 'لا تستسيد'.
السؤال: في أي موقف يمكن أن تُستخدم عبارة 'لا تستسيد'؟
الخيارات:
أ) أثناء مناقشة صادقة
ب) عند ترويج لمنتج
ج) في مزحة
د) أثناء اللعب",أ
لا يقدم ولا يؤخر,لا  يغير شئ,Central,"المهمة: اختر السياق الذي قد تستخدم فيه العبارة.
السؤال: في أي سياق يمكن استخدام العبارة 'لا يقدم ولا يؤخر'؟
الخيارات:
أ) عندما شخص لايفيد في العمل
ب) في محادثة عن الطقس
ج) عند الحديث عن قرارات صعبة
د) في مناقشة حول أحداث تاريخية",أ
لا يِكْثَر,"""لا تكمل كلامك و قف عند هذا الحد""؛ عبارة يقولها الشخص عادةً عندما لا يعجبه ما يسمعه أو يقرأه. ",Central,"المهمة: اختر الجملة المناسبة التي تتضمن عبارة 'لا يكثر'.
السؤال: أي جملة تعبر عن استخدام عبارة 'لا يكثر'?
الخيارات:
أ) لا يكثر بس، الموضوع منتهي.
ب) لا يكثر بس أنا معك.
ج) لا يكثر بس، نحتاج إلى المزيد من التفاصيل.
د) لا يكثر بس، عندي فكرة جديدة.",أ
لا يهوش ولا يجمع رضم,تطلق على الشخص الذي بلا نفع,Central,"المهمة: اختر الجملة التي تحوي العبارة بشكل صحيح.
السؤال: أي من الجمل التالية تتضمن العبارة 'لا يهوش ولا يجمع رضم' بشكل صحيح؟
الخيارات:
أ) فلان مرشد لا يهوش ولا يجمع رضم.
ب) ولدي يعمل بجد ولا يهوش ولا يجمع رضم.
ج) حبيبي يحب الأمور الممتعة ولا يهوش ولا يجمع رضم.
د) صديقي يساعدني دائمًا، وهو لا يهوش ولا يجمع رضم.",أ
لجلج مهجهج .,الشخص المندفع الكثير الكلام .,Central,"المهمة: اختر الجملة التي استخدمت فيها العبارة بشكل صحيح.
السؤال: في أي جملة استخدمت عبارة 'لجلج مهجهج' بالشكل الصحيح؟
الخيارات:
أ) أنا أكره الكلام مع الأشخاص اللجلجين المهجهجين.
ب) الجو جميل اليوم.
ج) القطط تأكل السمك.
د) نحتاج إلى خطط جديدة.",أ
إمحش خشتك,معناها أي امسح وجهك مثال امحش خشتك قبل لا تخرج من البيت.,Central,"المهمة: اختر الخيار الأفضل الذي يعبر عن استخدام التعبير في سياق مناسب.
السؤال: أي الجمل التالية تستخدم عبارة (إمحش خشتك) استخدامًا صحيحًا؟
الخيارات:
أ) إمحش خشتك قبل لا تطلع من البيت
ب) إمحش خشتك في التقرير النهائي
ج) إمحش خشتك أثناء الاجتماع الرسمي
د) إمحش خشتك في البحث العلمي",أ
لعنبوه,لعنبوه . لعن والد الشخص المراد به في العبارة,Western,"المهمة: اختر الاستخدام الصحيح للعبارة 'لعنبوه'.
السؤال: في أي موقف يمكن استخدام عبارة 'لعنبوه' بشكل ضمني؟
الخيارات:
أ) عند طلب المساعدة من الجيران
ب) عند توجيه اللعن
ج) عند التهنئة بأحد المناسبات
د) عند الاستغفار",ب
لك ولا للذيب,لك ولا للذيب جملة عادة تستخدم للطلب من شخص اخر او المساعدة,Central,"المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: أي من الجمل التالية تستخدم العبارة ""لك ولا للذيب"" بشكل صحيح؟ 
الخيارات: 
A) ""أنا زعلان منك، لك ولا للذيب."" 
B) ""فهد مشغول، لك ولا للذيب."" 
C) ""ما أحب الرياضة، لك ولا للذيب."" 
D) ""أحتاج مساعدتك، لك ولا للذيب."".",D
ليتك سجدت,"عبارة يقول الشخص عندما يمل ويسأم من صعوبة حياته ويريد الخلاص والراحة, وترجع هذه العبارة إلى قصة الخلق الإسلامية المذكورة في القرآن حينما أمر الله الملائكة وإبليس بالسجود لأدم فسجدوا جميعا إلا إبليس مما ترتب على هذا العصيان حصول العداء بين الله والإنسان مع الشيطان والطرد من الجنة والنزول إلى الأرض فقائل هذه العبارة كأنه يقول ليتك سجدت يا إبليس وكنا الآن نتنعم في الجنة بدلا من هذه الحياة القاسية",Central,"المهمة: اختر الجملة التي تتناسب مع العبارة.
السؤال: أي من الجمل التالية تستخدم عبارة ""ليتك سجدت"" بشكل صحيح؟
الخيارات: 
A) اليوم احتفلت بعيد ميلادي، ليتك سجدت. 
B) الظروف صعبة جداً في العمل، ليتك سجدت يا إبليس. 
C) أحب قراءة الكتب، ليتك سجدت. 
D) الطعام لذيذ جداً، ليتك سجدت.",B
ليتهم رقدو,أي: ليت والداك استسلما للنوم بدلا من محاولة إنجابك تلك الليلة. ويقصد بهذه العبارة قلة الاحترام لمن تقال له، أو التلميح انه ليس بكفء.,General,"المهمة: اختر السياق المناسب لاستخدام العبارة.
السؤال: في أي موقف يمكن استخدام عبارة 'ليتهم رقدو'؟
الخيارات:
أ) عند حديثك عن شخص محبوب
ب) عند التحدث عن شخص غير كفء
ج) عند توجيه المجاملات
د) عند الإشادة بشخصية ما",ب
لين تحسب سحر,"هو مضطلح يعني "" مرره "" = "" كثير """,Western,"المهمة: حدد الاستخدام الصحيح للعبارة 'لين تحسب سحر' في السياق.
السؤال: كيف يمكن استخدام عبارة 'لين تحسب سحر' في جملة؟
الخيارات:
أ) الجو حار اليوم.
ب) يواد شايف لولو؟ يواد مزه لين تحسب سحر.
ج) أحتاج إلى قهوة.
د) أنا ذاهب إلى المدرسة.",ب
ما عليه شرهه,"تعني ""معذور عن فعلته"" (( ما عليه شرهه + الشخص المعذور )) (( ما عليه شرهه + سبب العذر <دون استخدام ادوات التعليل>))",Central,"المهمة: اختر الجملة التي تستخدم العبارة 'ما عليه شرهه' بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم عبارة 'ما عليه شرهه' بشكل صحيح؟
الخيارات:
أ) ما عليه شرهه أولاد صغار
ب) يهتم بعمله
ج) ذهب إلى المدرسة
د) قرأ الكتاب",أ
ما عندك ما عند جدتي,عبارة تهكم تطلق على من لا يفقه شيئا، أو من يدلي بمعلومات خاطئة. لا أدري ما أصلها. فجداتنا معروفات بالحكمة وليس الجهل. لكن مع ذلك تبقى عبارة تهكم منتشرة في السعودية وخصوصا منطقة نجد,General,"المهمة: تحديد الاستخدام الصحيح لعبارة 'ما عندك ما عند جدتي' في سياق.
السؤال: أي من الجمل التالية تستخدم عبارة 'ما عندك ما عند جدتي' بشكل صحيح؟
الخيارات:
أ) أنا أسمع الكثير من الأخبار.
ب) صديقي دائمًا يقول الحقيقة.
ج) إذا لم تكن تعرف يجب أن تقول 'ما عندك ما عند جدتي'!
د) الجدات يعطين نصائح حكيمة.",ج
